All Star Premier League,SS National Dex
All Star Premier League,SS Tier 3 and Below
Moon Lake Draft,Main
Ever Grande Draft League,Main
ALPH T3 and Below,Main
JFPML,Main
TSDLC,National Dex
TSDLC,Galar 
TSDLC,USUM
TSDLC,Ubers
COVID Lockdown Fast Draft,Main
UPBA,Main
SKL,Main
Heatmor Feeding Grounds,Main
All Star Premier League,ORAS Standard
All Star Premier League,SS LC
Corn's Draft League,Main
