Cascade Draft League,Main,Season 2,The Arctic Mankeys,Sandslash,Mudsdale
Cascade Draft League,Main,Season 2,Worst School Idols,Virizion,Lilligant
Cascade Draft League,Main,Season 2,Totally Tubular Toxicroaks,Pyukumuku,Bidoof
Cascade Draft League,Main,Season 2,Florida Froslass,Leavanny,Omanyte
Cascade Draft League,Main,Season 2,Evanston Empoleons,Xurkitree,Milotic
Cascade Draft League,Main,Season 2,New England Dastards,Dragalge,Forretress
Cascade Draft League,Main,Season 2,Pillars of Tahoma,Gallade,Gligar
Cascade Draft League,Main,Season 2,Pillars of Tahoma,Dragonite,Heatran
Cascade Draft League,Main,Season 2,The Krusty Kinglers,Durant,Crobat
Cascade Draft League,Main,Season 2,The Krusty Kinglers,Charizard,Kingler
Cascade Draft League,Main,Season 2,Evanston Empoleons,Dhelmise,Chesnaught
Cascade Draft League,Main,Season 2,The Duffled Bags,Stoutland,Nihilego
Cascade Draft League,Main,Season 2,The Duffled Bags,Heatran,Conkeldurr
Cascade Draft League,Main,Season 2,Klaremont Krooks,Kingdra,Celebi
Cascade Draft League,Main,Season 2,Klaremont Krooks,Gardevoir,Magneton
Cascade Draft League,Main,Season 2,Klaremont Krooks,Rotom,Kyurem
Cascade Draft League,Main,Season 2,Totally Tubular Toxicroaks,Ribombee,Garbodor
Cascade Draft League,Main,Season 2,Blood Pancakes,Breloom,Silvally
Cascade Draft League,Main,Season 2,Mellow Marshmallowy Marshadows,Salamence,Tyranitar
Cascade Draft League,Main,Season 2,DC Darmanitans,Mandibuzz,Gengar
Cascade Draft League,Main,Season 2,Florida Froslass,Lanturn,Eelektross
Cascade Draft League,Main,Season 2,Blood Pancakes,Eelektross,Sceptile
Cascade Draft League,Main,Season 2,Florida Froslass,Tornadus-Therian,Skarmory
Cascade Draft League,Main,Season 2,Florida Froslass,Toxapex,Mismagius
Cascade Draft League,Main,Season 2,Evanston Empoleons,Dugtrio-Alola,Dunsparce
Cascade Draft League,Main,Season 2,Los Angeles Lucarios,Silvally,Hitmontop
Cascade Draft League,Main,Season 2,The Pillar Mons,Hippowdon,Claydol
Cascade Draft League,Main,Season 2,The Pillar Mons,Feraligatr,Liepard
Cascade Draft League,Main,Season 2,The Pillar Mons,Cryogonal,Lickilicky
Cascade Draft League,Main,Season 2,The Pillar Mons,Crobat,Decidueye
Cascade Draft League,Main,Season 1,Fearless Furrets,Raikou,Porygon2
Cascade Draft League,Main,Season 1,Travant Did Nothing Wrong,Alakazam,Staraptor
Cascade Draft League,Main,Season 1,Stabby Mimikyus,Ludicolo,Whimsicott
Cascade Draft League,Main,Season 1,Travant Did Nothing Wrong,Jolteon,Cloyster
Cascade Draft League,Main,Season 1,The Duffled Bags,Hitmonchan,Gligar
Cascade Draft League,Main,Season 1,The Duffled Bags,Tentacruel,Salazzle
Cascade Draft League,Main,Season 1,The Pakd Machamps,Entei,Darmanitan
Cascade Draft League,Main,Season 1,Travant Did Nothing Wrong,Staraptor,Swellow
Cascade Draft League,Main,Season 1,The Pakd Machamps,Donphan,Cutiefly
Cascade Draft League,Main,Season 1,Travant Did Nothing Wrong,Cloyster,Crustle
Cascade Draft League,Main,Season 1,The Pakd Machamps,Tapu Fini,Slowpoke
Cascade Draft League,Main,Season 1,Travant Did Nothing Wrong,Hawlucha,Gallade
Cascade Draft League,Main,Season 1,MultiManMelee,Crawdaunt,Azelf
Cascade Draft League,Challengers,Season 5,Asian Araquanids,Durant,Feraligatr
Cascade Draft League,Challengers,Season 5,Asian Araquanids,Crawdaunt,Dugtrio
Cascade Draft League,Challengers,Season 5,Walnut Walreins,Toxapex,Volcanion
Cascade Draft League,Challengers,Season 5,United Kingdra,Type:Null,Rotom
Cascade Draft League,Challengers,Season 5,Chicago Chatots,Uxie,Dusclops
Cascade Draft League,Challengers,Season 5,Walnut Walreins,Jellicent,Accelgor
Cascade Draft League,Challengers,Season 5,Whiscash Wanderers,Vaporeon,Swampert
Cascade Draft League,Masters,Season 6,Colorado Mamoswine,Porygon-Z,Forretress
Cascade Draft League,Masters,Season 6,Colorado Mamoswine,Venomoth,Salazzle
Cascade Draft League,Masters,Season 6,Colorado Mamoswine,Torracat,Froslass
Cascade Draft League,Masters,Season 6,Spheal With It,Pelipper,Blissey
Cascade Draft League,Masters,Season 6,Spheal With It,Seismitoad,Gligar
Cascade Draft League,Masters,Season 6,Spheal With It,Hoopa,Slowbro
Cascade Draft League,Masters,Season 6,Pillars of Tahoma,Starmie,Azelf
Cascade Draft League,Masters,Season 6,Pillars of Tahoma,Blissey,Milotic
Cascade Draft League,Masters,Season 6,Colorado Mamoswine,Froslass,Cofagrigus
Cascade Draft League,Masters,Season 6,44th's Fire Blasts,Kyurem-Black,Bisharp
Cascade Draft League,Masters,Season 6,Whiscash Wanderers,Linoone,Ditto
Cascade Draft League,Masters,Season 6,Pillars of Tahoma,Quagsire,Lickilicky
Cascade Draft League,Masters,Season 6,Richmond Reuniclus,Misdreavus,Primeape
Cascade Draft League,Masters,Season 6,The Arctic Mankeys,Torterra,Eelektross
Cascade Draft League,Masters,Season 6,El Centro Eccentrics,Kecleon,Mesprit
Cascade Draft League,Masters,Season 6,El Centro Eccentrics,Liepard,Noivern
Cascade Draft League,Masters,Season 6,El Centro Eccentrics,Gallade-Mega,Blastoise-Mega
Cascade Draft League,Masters,Season 6,Whiscash Wanderers,Xatu,Raichu-Alola
Cascade Draft League,Masters,Season 6,Solid Snivy's Squad,Clefairy,Diancie
Cascade Draft League,Masters,Season 6,Solid Snivy's Squad,Forretress,Rotom
Cascade Draft League,Masters,Season 6,Vegas Night Marchers,Steelix,Lampent
Cascade Draft League,Masters,Season 6,Whiscash Wanderers,Heliolisk,Porygon-Z
Cascade Draft League,Masters,Season 6,Vegas Night Marchers,Masquerain,Druddigon
Cascade Draft League,Masters,Season 6,Vegas Night Marchers,Haxorus,Yanmega
Cascade Draft League,Masters,Season 6,44th's Fire Blasts,Ditto,Aromatisse
Cascade Draft League,Masters,Season 6,Bordeaux Bewear,Whimsicott,Breloom
Cascade Draft League,Challengers,Season 6,Tahiti Tailslappers,Nidoking,Leafeon
Cascade Draft League,Challengers,Season 6,Tahiti Tailslappers,Bisharp,Honchkrow
Cascade Draft League,Challengers,Season 6,San Francisco Shucklefucks,Manectric,Quagsire
Cascade Draft League,Challengers,Season 6,Glasgow Comatose,Klefki,Registeel
Cascade Draft League,Challengers,Season 6,Glasgow Comatose,Leafeon,Rotom
Cascade Draft League,Challengers,Season 6,Glasgow Comatose,Swellow,Roserade
Cascade Draft League,Challengers,Season 6,United Kingdra,Uxie,Metagross
Cascade Draft League,Challengers,Season 6,United Kingdra,Muk,Rotom-Frost
Cascade Draft League,Challengers,Season 6,United Kingdra,Buzzwole,Scolipede
Cascade Draft League,Challengers,Season 6,North London Landos,Silvally,Aerodactyl
Cascade Draft League,Challengers,Season 6,California Cacturnes,Zangoose,Persian-Alola
Cascade Draft League,Challengers,Season 6,Tahiti Tailslappers,Noivern,Slurpuff
Cascade Draft League,Challengers,Season 6,Primarina Sonata,Persian-Alola,Skuntank
Cascade Draft League,Challengers,Season 6,Primarina Sonata,Talonflame,Emboar
Cascade Draft League,Challengers,Season 6,Primarina Sonata,Gigalith,Miltank
UPBA,Main,Off Season 1,Milan Mimes Memes,Slowking,Lanturn
UPBA,Main,Off Season 1,Milan Mimes Memes,Audino,Sigilyph
UPBA,Main,Off Season 1,Milan Mimes Memes,Golisopod,Accelgor
UPBA,Main,Off Season 1,Colorado Mamoswine,Floette-Eternal,Wigglytuff
ALPH T3 and Below,Main,Season 2,Natchez Trace Naganadels,Spiritomb,Swoobat
ALPH T3 and Below,Main,Season 2,Liberty Delibirds,Meloetta,Luxray
ALPH T3 and Below,Main,Season 2,Marauding Meatpods,Regirock,Glaceon
ALPH T3 and Below,Main,Season 2,Liberty Delibirds,Mawile,Basculin
ALPH T3 and Below,Main,Season 2,Liberty Delibirds,Persian-Alola,Beedrill
ALPH T3 and Below,Main,Season 2,Liberty Delibirds,Rapidash,Golem-Alola
ALPH T3 and Below,Main,Season 2,Split Palossands,Simisear,Ditto
ALPH T3 and Below,Main,Season 2,Niagara Gengars,Ditto,Dugtrio
ALPH T3 and Below,Main,Season 2,Colorado Mamoswine,Gourgeist,Fraxure
ALPH,Main,Season 6,Reykjavik Photon Geyser,Hariyama,Accelgor
ALPH,Main,Season 6,Green Bay Pacharisus,Comfey,Ariados
ALPH,Main,Season 6,Niagra Gengars,Blaziken,Ditto
ALPH,Main,Season 6,Tupelo Toxicroaks,Alakazam,Espeon
ALPH,Main,Season 6,Green Bay Pacharisus,Thundurus,Garchomp
ALPH T3 and Below,Main,Season 2,Colorado Mamoswine,Barbaracle,Servine
All Star Premier League,Main,Season 1,Milan Mimes Memes,Lanturn,Qwilfish
All Star Premier League,Main,Season 1,Milan Mimes Memes,Azumarill,Jirachi
All Star Premier League,Main,Season 1,Milan Mimes Memes,Bronzong,Eelektross
All Star Premier League,Main,Season 1,Colorado Mamoswine,Toxapex,Milotic
All Star Premier League,Main,Season 1,Colorado Mamoswine,Lickilicky,Stoutland
All Star Premier League,Main,Season 1,Vermont Victinis,Durant,Dodrio
SKL,Main,Season 7,The Arctic Seis,Breloom,Haxorus
ALPH,Main,Season 6,San Antonio Espurrs,Reuniclus,Gliscor
ALPH,Main,Season 6,Reykjavik Photon Geyser,Cutiefly,Golbat
ALPH,Main,Season 6,Niagra Gengars,Blastoise,Hitmonchan
ALPH,Main,Season 6,Colorado Mamoswine,Type:Null,Lanturn
ALPH,Main,Season 6,Green Bay Pacharisus,Nidoking,Magneton
ALPH,Main,Season 6,Reykjavik Photon Geyser,Gliscor,Mienshao
ALPH,Main,Season 6,Reykjavik Photon Geyser,Solrock,Mudsdale
ALPH,Main,Season 6,Green Bay Pacharisus,Absol,Palossand
ALPH,Main,Season 6,Colorado Mamoswine,Togedemaru,Rampardos
ALPH,Main,Season 6,Atlanta Haunters,Porygon2,Roserade
ALPH,Main,Season 6,Green Bay Pacharisus,Tyrantrum,Skarmory
ALPH,Main,Season 6,Green Bay Pacharisus,Durant,Sneasel
ALPH,Main,Season 6,Tupelo Toxicroaks,Diancie,Stakataka
ALPH,Main,Season 6,Green Bay Pacharisus,Avalugg,Weedle
ALPH,Main,Season 5,Milan Mimes Memes,Diancie-Mega,Gyarados-Mega
ALPH,Main,Season 5,Milan Mimes Memes,Mandibuzz,Slurpuff
ALPH,Main,Season 5,Milan Mimes Memes,Clamperl,Aurorus
ALPH,Main,Season 4,Milan Mimes Memes,Tangela,Clamperl
ALPH,Main,Season 4,Rome Lycanrocs,Gligar,Flygon
ALPH,Main,Season 4,Niagra Gengars,Forretress,Stakataka
ALPH,Main,Season 4,Niagra Gengars,Araquanid,Ribombee
ALPH,Main,Season 4,New England Patrats,Hariyama,Talonflame
ALPH,Main,Season 4,Colorado Mamoswine,Camerupt-Mega,Aggron-Mega
ALPH,Main,Season 4,Colorado Mamoswine,Dragalge,Rampardos
ALPH,Main,Season 4,Colorado Mamoswine,Ampharos,Scyther
ALPH,Main,Season 4,Colorado Mamoswine,Stakataka,Rotom-Heat
ALPH,Main,Season 4,Milan Mimes Memes,Diancie-Mega,Altaria-Mega
ALPH,Main,Season 4,Milan Mimes Memes,Qwilfish,Muk-Alola
ALPH,Main,Season 4,Milan Mimes Memes,Mime Jr.,Bronzor
ALPH,Main,Season 4,Atlanta Haunters,Reuniclus,Mimikyu
ALPH,Main,Season 4,Atlanta Haunters,Whimsicott,Empoleon
ALPH,Main,Season 4,Atlanta Haunters,Escavalier,Rotom
ALPH,Main,Season 4,Ketch These Hands,Scrafty,Infernape
ALPH,Main,Season 4,Tupelo Toxicroaks,Infernape,Buzzwole
ALPH,Main,Season 4,Ketch These Hands,Thundurus,Krookodile
ALPH,Main,Season 4,Ketch These Hands,Entei,Magnezone
ALPH,Main,Season 4,Ketch These Hands,Golurk,Gengar
ALPH,Main,Season 4,Toronto Fire Chickens,Latios,Dragonite
ALPH,Main,Season 4,Toronto Fire Chickens,Alomomola,Toxapex
ALPH,Main,Season 4,Toronto Fire Chickens,Ferrothorn,Volbeat
ALPH,Main,Season 4,Toronto Fire Chickens,Vikavolt,Salazzle
ALPH,Main,Season 4,Greenville Blazikens,Rotom-Fan,Zebstrika
ALPH,Main,Season 4,Oregon Golducks,Rotom-Frost,Pikachu
ALPH,Main,Season 4,Stockton Poipole,Swampert-Mega,Lopunny-Mega
ALPH,Main,Season 4,Stockton Poipole,Thundurus-Therian,Xurkitree
ALPH,Main,Season 4,Stockton Poipole,Sliggoo,Drifblim
ALPH,Main,Season 4,Stockton Poipole,Heracross,Goodra
ALPH,Main,Season 4,Rome Lycanrocs,Toxicroak,Skuntank
ALPH,Main,Season 4,Niagra Gengars,Exploud,Spiritomb
ALPH,Main,Season 4,New England Patrats,Nihilego,Scolipede
ALPH,Main,Season 4,New England Patrats,Gogoat,Wobbuffet
ALPH,Main,Season 4,Atlanta Haunters,Cryogonal,Jynx
ALPH,Main,Season 4,New England Patrats,Rotom-Heat,Tentacruel
ALPH,Main,Season 4,Atlanta Haunters,Tentacruel,Greninja
ALPH,Main,Season 4,Tupelo Toxicroaks,Rhyperior,Hippopotas
ALPH,Main,Season 4,Tupelo Toxicroaks,Magnezone,Excadrill
ALPH,Main,Season 4,Tupelo Toxicroaks,Mantine,Slowking
ALPH,Main,Season 4,Richmond Reuniclus,Pidgeot-Mega,Houndoom-Mega
ALPH,Main,Season 4,Richmond Reuniclus,Terrakion,Skarmory
ALPH,Standard,Season 3,Libretto Lugias,Zygarde,Blacephalon
ALPH,Standard,Season 3,Libretto Lugias,Torkoal,Zygarde-10%
ALPH,Standard,Season 3,Libretto Lugias,Ninetales-Alola,Dugtrio
ALPH,Standard,Season 3,Libretto Lugias,Azelf,Gardevoir
ALPH,Standard,Season 3,Paras Saint Germain,Pawniard,Kecleon
ALPH,Standard,Season 3,Paras Saint Germain,Drampa,Drapion
ALPH,Standard,Season 3,Paras Saint Germain,Gliscor,Ninetales-Alola
ALPH,Standard,Season 3,South Ajax Starmies,Chandelure,Emboar
ALPH,Standard,Season 3,South Ajax Starmies,Throh,Electrode
ALPH,Standard,Season 3,Oregon Golducks,Blacephalon,Gengar
ALPH,Standard,Season 3,Oregon Golducks,Gumshoos,Darmanitan
ALPH,Standard,Season 3,Oregon Golducks,Ariados,Gumshoos
ALPH,Standard,Season 3,Stockton Poipole,Leavanny,Gorebyss
ALPH,Standard,Season 3,Stockton Poipole,Lycanroc-Midnight,Lurantis
ALPH,Standard,Season 3,Stockton Poipole,Drapion,Qwilfish
ALPH,Standard,Season 3,Colorado Avaluggs,Hitmontop,Oricorio
ALPH,Standard,Season 3,Colorado Avaluggs,Vikavolt,Komala
ALPH,Standard,Season 3,Colorado Avaluggs,Murkrow,Scrafty
ALPH,Standard,Season 3,Detroit Dittos,Steelix-Mega,Blastoise-Mega
ALPH,Standard,Season 3,Detroit Dittos,Xurkitree,Greninja
ALPH,Standard,Season 3,Detroit Dittos,Xatu,Machamp
ALPH,Standard,Season 3,Detroit Dittos,Moltres,Durant
ALPH,Standard,Season 3,New Jersey Duckletts,Raichu-Alola,Shiftry
ALPH,Standard,Season 3,New Jersey Duckletts,Dusclops,Dugtrio-Alola
ALPH,Standard,Season 3,New Jersey Duckletts,Ribombee,Typhlosion
ALPH,Standard,Season 3,Carolina Kyurem Blacks,Lilligant,Roselia
ALPH,D-League,Season 3,St. Louis Carnivines,Aggron,Pikachu
ALPH,D-League,Season 3,St. Louis Carnivines,Drampa,Lanturn
ALPH,D-League,Season 3,St. Louis Carnivines,Heliolisk,Azelf
ALPH,D-League,Season 3,Puerto Rico Meloettas,Primarina,Shaymin
ALPH,D-League,Season 3,Puerto Rico Meloettas,Sceptile,Blastoise
ALPH,D-League,Season 3,Primarina Sonata,Donphan,Chandelure
ALPH,D-League,Season 3,Primarina Sonata,Virizion,Ribombee
ALPH,D-League,Season 3,Primarina Sonata,Electrode,Gallade
ALPH,D-League,Season 3,Primarina Sonata,Clefairy,Gumshoos
ALPH,Main,Season 2,Rockin' Raichus,Xatu,Ninjask
ALPH,Main,Season 2,Rockin' Raichus,Lycanroc,Primeape
ALPH,Main,Season 2,Detroit Dittos,Gardevoir,Qwilfish
ALPH,Main,Season 2,Detroit Dittos,Muk,Shiinotic
ALPH,Main,Season 2,Durham Durants,Gigalith,Aromatisse
ALPH,Main,Season 2,Durham Durants,Goodra,Gliscor
ALPH,Main,Season 2,Carolina Kyurems,Machamp,Smeargle
ALPH,Main,Season 2,Carolina Kyurems,Aggron,Noivern
ALPH,Main,Season 2,Carolina Kyurems,Cinccino,Wishiwashi
ALPH,Main,Season 2,Carolina Kyurems,Dedenne,Ferroseed
ALPH,Main,Season 2,West Virginia Weepinbells,Meganium,Probopass
ALPH,Main,Season 2,Colorado Avaluggs,Tornadus,Cloyster
ALPH,Main,Season 2,Colorado Avaluggs,Omastar,Gourgeist
ALPH,Main,Season 2,Colorado Avaluggs,Registeel,Ferrothorn
ALPH,Main,Season 2,Colorado Avaluggs,Cresselia,Hitmonlee
ALPH,Main,Season 2,Wild Charge Vikavolts,Mawile,Kadabra
ALPH,Main,Season 2,Harrisonburg Hitmonlees,Pyroar,Combusken
ALPH,Main,Season 2,Los Angeles Pikachus,Spiritomb,Zangoose
ALPH,Main,Season 6,San Antonio Espurrs,Sharpedo-Mega,Sableye-Mega
Cascade Draft League,Masters,Season 5,Pillars of Tahoma,Bronzong,Tauros
Cascade Draft League,Masters,Season 5,La Tuque's Xatu,Masquerain,Ariados
Cascade Draft League,Masters,Season 5,44th's Fire Blasts,Espeon,Dugtrio-Alola
Cascade Draft League,Masters,Season 5,Vegas Night Marchers,Drampa,Druddigon
Cascade Draft League,Masters,Season 5,Vermont Victinis,Linoone,Dusknoir
Cascade Draft League,Masters,Season 5,44th's Fire Blasts,Steelix,Haunter
Cascade Draft League,Masters,Season 5,Abrupt Absols,Araquanid,Leavanny
Cascade Draft League,Masters,Season 5,Abrupt Absols,Archeops,Crobat
Cascade Draft League,Masters,Season 5,Abrupt Absols,Lucario,Terrakion
Cascade Draft League,Masters,Season 5,Vegas Night Marchers,Tangela,Silvally
Cascade Draft League,Masters,Season 5,Vegas Night Marchers,Emboar,Magmortar
Cascade Draft League,Masters,Season 5,44th's Fire Blasts,Pinsir-Mega,Charizard-Mega-X
Cascade Draft League,Masters,Season 5,Spheal With It,Vileplume,Avalugg
Cascade Draft League,Masters,Season 5,Spheal With It,Snorlax,Galvantula
Cascade Draft League,West Shellos,Season 4,Parramatta Eelektriks,Zapdos,Volcanion
Cascade Draft League,West Shellos,Season 4,Parramatta Eelektriks,Ribombee,Tornadus
Cascade Draft League,West Shellos,Season 4,Parramatta Eelektriks,Espeon,Chesnaught
Cascade Draft League,West Shellos,Season 4,Sin City Staraptors,Shuckle,Exploud
Cascade Draft League,West Shellos,Season 4,Shady Skarmories,Claydol,Type:Null
Cascade Draft League,West Shellos,Season 4,Sin City Staraptors,Type:Null,Cryogonal
Cascade Draft League,West Shellos,Season 4,La Tuque's Xatu,Aggron,Abomasnow
Cascade Draft League,West Shellos,Season 4,DC Darmanitans,Goodra,Rotom-Wash
Cascade Draft League,West Shellos,Season 4,DC Darmanitans,Doublade,Flygon
Cascade Draft League,West Shellos,Season 4,Claremont Saws,Moltres,Milotic
Cascade Draft League,West Shellos,Season 4,Claremont Saws,Greninja,Talonflame
Cascade Draft League,West Shellos,Season 4,Louisiana Lilligants,Murkrow,Rotom
Cascade Draft League,West Shellos,Season 4,Louisiana Lilligants,Amoonguss,Tangrowth
Cascade Draft League,West Shellos,Season 4,Wakanda Weaviles,Flygon,Incineroar
Cascade Draft League,West Shellos,Season 4,Wakanda Weaviles,Pyukumuku,Dusclops
Cascade Draft League,West Shellos,Season 4,Sin City Staraptors,Nidoqueen,Gardevoir
Cascade Draft League,West Shellos,Season 4,Budweismon Lite,Xatu,Golem-Alola
Cascade Draft League,West Shellos,Season 4,Louisiana Lilligants,Leavanny,Amoonguss
Cascade Draft League,West Shellos,Season 4,Mount Tahoma Tauros,Cloyster,Silvally
Cascade Draft League,West Shellos,Season 4,Claremont Saws,Silvally,Dugtrio-Alola
Cascade Draft League,West Shellos,Season 4,Louisiana Lilligants,Gengar,Garbodor
Cascade Draft League,West Shellos,Season 4,Mount Tahoma Tauros,Gurdurr,Gligar
Cascade Draft League,West Shellos,Season 4,Mount Tahoma Tauros,Azelf,Hydreigon
Cascade Draft League,West Shellos,Season 4,Mount Tahoma Tauros,Diggersby,Starmie
Cascade Draft League,West Shellos,Season 4,Budweismon Lite,Noivern,Marowak-Alola
Cascade Draft League,West Shellos,Season 4,Budweismon Lite,Magneton,Exeggutor-Alola
Cascade Draft League,West Shellos,Season 4,Sootopolis Suicunes,Rotom-Wash,Manaphy
Cascade Draft League,West Shellos,Season 4,Sootopolis Suicunes,Cresselia,Haunter
Cascade Draft League,West Shellos,Season 4,Claremont Saws,Mamoswine,Kingdra
Cascade Draft League,East Shellos,Season 4,San Francisco Brandons,Jellicent,Milotic
Cascade Draft League,East Shellos,Season 4,San Francisco Brandons,Zeraora,Torkoal
Cascade Draft League,East Shellos,Season 4,San Francisco Brandons,Muk-Alola,Haunter
Cascade Draft League,East Shellos,Season 4,Vegas Night Marchers,Golbat,Hitmonlee
Cascade Draft League,East Shellos,Season 4,Tahiti Tailslappers,Haxorus,Cinccino
Cascade Draft League,East Shellos,Season 4,Guardian Glaceons,Marowak-Alola,Entei
Cascade Draft League,East Shellos,Season 4,Tahiti Tailslappers,Goodra,Toxicroak
Cascade Draft League,East Shellos,Season 4,Tahiti Tailslappers,Kommo-o,Weavile
Cascade Draft League,East Shellos,Season 4,Manaphy's Incompetent Squad,Houndoom,Emolga
Cascade Draft League,East Shellos,Season 4,Manaphy's Incompetent Squad,Rotom,Jolteon
Cascade Draft League,East Shellos,Season 4,Vegas Night Marchers,Gigalith,Lycanroc-Dusk
Cascade Draft League,East Shellos,Season 4,Vegas Night Marchers,Stoutland,Kadabra
Cascade Draft League,East Shellos,Season 4,Bobaffet's Syndicate,Mimikyu,Gardevoir
ALPH,Main,Season 7,Cladchup Buluswines,Stakataka,Slowking
ALPH,Main,Season 7,Cladchup Buluswines,Ditto,Diancie
ALPH,Main,Season 7,Niagra Gengars,Medicham-Mega,Scizor-Mega
ALPH,Main,Season 7,Chelseaking Pokemon Club,Xatu,Aerodactyl
ALPH,Main,Season 7,Chelseaking Pokemon Club,Whimsicott,Tentacruel
ALPH,Main,Season 7,Chelseaking Pokemon Club,Amoonguss,Celebi
ALPH,Main,Season 7,Chelseaking Pokemon Club,Kangaskhan,Wigglytuff
ALPH,Main,Season 7,Atlanta Haunters,Latios,Rotom-Wash
ALPH,Main,Season 7,Atlanta Haunters,Seismitoad,Espeon
ALPH,Main,Season 7,Los Lombres Hermanos,Persian-Alola,Volcarona
ALPH,Main,Season 7,Los Lombres Hermanos,Latias,Haxorus
ALPH,Main,Season 7,Los Lombres Hermanos,Charizard-Mega-Y,Absol-Mega
ALPH,Main,Season 7,Richmond Reuniclus,Blastoise-Mega,Venusaur-Mega
ALPH,Main,Season 7,Richmond Reuniclus,Victini,Tyranitar
ALPH,Main,Season 7,Richmond Reuniclus,Gigalith,Mantine
ALPH,Main,Season 7,Richmond Reuniclus,Masquerain,Musharna
SKL,Main,Season 7,Red Star Eons,Necrozma,Liepard
SKL,Main,Season 7,Red Star Eons,Feraligatr,Slowking
SKL,Main,Season 7,New England Entei,Comfey,Primarina
SKL,Main,Season 7,New England Entei,Golisopod,Lycanroc
SKL,Main,Season 7,Yin Yang Zangooses,Torracat,Lucario
SKL,Main,Season 7,Yin Yang Zangooses,Meloetta,Mudsdale
SKL,Main,Season 7,Yin Yang Zangooses,Nidoqueen,Arbok
SKL,Main,Season 7,The Arctic Seis,Umbreon,Celebi
SKL,Main,Season 7,The Arctic Seis,Komala,Absol
SKL,Main,Season 7,The Pillar Mons,Regigigas,Drampa
SKL,Main,Season 7,The Pillar Mons,Ditto,Sceptile
SKL,Main,Season 7,The Pillar Mons,Hawlucha,Togekiss
SKL,Main,Season 7,New England Entei,Ribombee,Snorlax
SKL,Main,Season 7,North London Landos,Talonflame,Chandelure
SKL,Main,Season 7,North London Landos,Magneton,Diancie
SKL,Main,Season 7,Primarina Sonata,Lickilicky,Gengar
SKL,Main,Season 7,Primarina Sonata,Drapion,Volbeat
SKL,Main,Season 7,Shanghai Dragonairs,Dhelmise,Donphan
SKL,Main,Season 7,Whiscash Wanderers,Dewpider,Solrock
ALPH,Main,Season 8,Pillar Mons,Kyurem,Floette-Eternal
ALPH,Main,Season 8,Pillar Mons,Clefairy,Cryogonal
ALPH,Main,Season 8,Greenville Blazikens,Pyukumuku,Bibarel
ALPH,Main,Season 8,Pillar Mons,Duosion,Magikarp
ALPH,Main,Season 8,Glasgow Comatose,Cloyster,Nidoqueen
ALPH,Main,Season 8,Joey_RiverAPP,Raikou,Kartana
ALPH,Main,Season 8,Joey_RiverAPP,Chesnaught,Jolteon
ALPH,Main,Season 8,Joey_RiverAPP,Forretress,Heracross-Mega
ALPH,Main,Season 8,Joey_RiverAPP,Houndoom-Mega,Incineroar
ALPH,Main,Season 8,jerrytheboss62,Machamp,Wigglytuff
ALPH,Main,Season 8,Colorado Mamoswine,Nidoqueen,Dugtrio
ALPH,Main,Season 8,Colorado Mamoswine,Reshiram,Deoxys-Attack
ALPH,Main,Season 8,Chelseaking PC,Azelf,Uxie
ALPH,Main,Season 8,Colorado Mamoswine,Manectric-Mega,Tornadus-Therian
ALPH,Main,Season 8,Colorado Mamoswine,Metagross,Magneton
ALPH,Main,Season 8,jerrytheboss62,Dhelmise,Cofagrigus
ALPH,Main,Season 8,jerrytheboss62,Mesprit,Tsareena
UPBA,Main,Season 6,Singapore Sableyes,Terrakion,Togekiss
UPBA,Main,Season 6,Singapore Sableyes,Staraptor,Metagross
UPBA,Main,Season 6,Singapore Sableyes,Mesprit,Golisopod
UPBA,Main,Season 6,Mega Aggron and His Good Blobs,Latios,Clefable
UPBA,Main,Season 6,Mega Aggron and His Good Blobs,Raichu,Altaria
UPBA,Main,Season 6,Mega Aggron and His Good Blobs,Vullaby,Chimecho
UPBA,Main,Season 6,Cape Town Krookodiles,Chatot,Masquerain
UPBA,Main,Season 6,Columbus Tornadus,Toucannon,Roselia
UPBA,Main,Season 6,Minnesota Hyperfangs,Blaziken,Seismitoad
UPBA,Main,Season 6,Minnesota Hyperfangs,Piloswine,Magmortar
UPBA,Main,Season 6,Colorado Mamoswine,Meowstic,Inkay
UPBA,Main,Season 6,St. John Sharpedoes,Mienshao,Amoonguss
UPBA,Main,Season 6,St. John Sharpedoes,Sceptile,Scrafty
UPBA,Main,Season 6,St. John Sharpedoes,Primarina,Rotom-Heat
UPBA,Main,Season 6,Houston Gastros,Emboar,Crobat
UPBA,Main,Season 6,Houston Gastros,Dhelmise,Torterra
UPBA,Main,Season 5,Kajaani Sceptiles,Zoroark,Hitmontop
UPBA,Main,Season 5,Kajaani Sceptiles,Miltank,Drapion
UPBA,Main,Season 5,Kajaani Sceptiles,Weezing,Zoroark
UPBA,Main,Season 5,Washington Blizzards,Starmie,Sylveon
UPBA,Main,Season 5,Washington Blizzards,Aromatisse,Porygon-Z
UPBA,Main,Season 5,Washington Blizzards,Heracross,Pangoro
UPBA,Main,Season 5,Utah Weez,Venusaur-Mega,Heracross-Mega
UPBA,Main,Season 5,Utah Weez,Raichu-Alola,Honchkrow
UPBA,Main,Season 5,Utah Weez,Gligar,Dusclops
UPBA,Main,Season 5,Team Name,Togekiss,Tornadus-Therian
UPBA,Main,Season 5,Team Name,Gothitelle,Ludicolo
UPBA,Main,Season 5,Team Name,Slaking,Whiscash
